date,house,housecode,link,price,region,size,title
2023-03-09,新洲,105112610679,https://sz.lianjia.com/ershoufang/105112610679.html,548.0,嘉葆润金座 ,61.41,61平复式五房房，正南朝向，端头户型全明格局采光好
2023-03-09,科技园,105112870723,https://sz.lianjia.com/ershoufang/105112870723.html,1176.0,华润城润府一期 ,89.09,润府一期：中间楼栋高层，南外科华，南向采光好
2023-03-09,布吉关,105112884231,https://sz.lianjia.com/ershoufang/105112884231.html,328.0,荣超花园 ,90.52,此房满5年唯一，南北通透户型   采光好
2023-03-09,龙岗中心城,105112910288,https://sz.lianjia.com/ershoufang/105112910288.html,647.0,瑞华园 ,124.05,南北通双阳台 户型方正 采光通风好 两梯三户
2023-03-09,红山,105112859301,https://sz.lianjia.com/ershoufang/105112859301.html,332.0,星河传奇二期 ,66.68,星河传奇66平两房，低于指导价100多，诚心出售
2023-03-09,龙华中心,105112768773,https://sz.lianjia.com/ershoufang/105112768773.html,830.0,鸿荣源·壹城中心第八区 ,115.15,自住装修 南北通户型 中高层 可看房急卖
2023-03-09,横岗,105111455099,https://sz.lianjia.com/ershoufang/105111455099.html,416.0,麟恒中心广场二期 ,89.27,麟恒二期、精装3房、安静户型、高层采光足、视野开阔
2023-03-09,龙华中心,105112721689,https://sz.lianjia.com/ershoufang/105112721689.html,469.0,保利悦都 ,89.33,近指导价，满五年，红本在手，急卖  急卖
2023-03-09,石厦,105112825846,https://sz.lianjia.com/ershoufang/105112825846.html,900.0,天健阳光华苑 ,104.28,石厦东南向大三房业红本满五主诚意出售
2023-03-09,松岗,105112802329,https://sz.lianjia.com/ershoufang/105112802329.html,407.0,满京华云著一期 ,88.82,小区优质户型，精装三房 全明户型 居家舒适度高
2023-03-09,前海,105112802100,https://sz.lianjia.com/ershoufang/105112802100.html,705.0,诺德假日花园 ,66.5,此房客厅出阳台，高楼层视野好，诚心出售。
2023-03-09,深圳湾,105112780804,https://sz.lianjia.com/ershoufang/105112780804.html,1103.0,曦湾天馥 ,95.07,一本证3+1房 满五年  装修保养好 看房方便
2023-03-09,宝安中心,105112814294,https://sz.lianjia.com/ershoufang/105112814294.html,824.0,西城上筑花园 ,93.18,鸿荣源物业 双地铁口 满五年 南北通透3房户型 海天
2023-03-09,坪山,105112782148,https://sz.lianjia.com/ershoufang/105112782148.html,340.0,京基御景印象二期 ,88.71,14号线锦龙地铁口 89平三房 满五年红本 拎包入住
2023-03-09,前海,105112835270,https://sz.lianjia.com/ershoufang/105112835270.html,714.0,泛海拉菲花园 ,77.0,泛海拉菲 实用面积大 精装4房 看大南山
2023-03-09,布吉街,105112907083,https://sz.lianjia.com/ershoufang/105112907083.html,336.0,大世纪花园 ,81.95,满五年唯一  税费少，花园小区， 住家安静
2023-03-09,宝安中心,105112754509,https://sz.lianjia.com/ershoufang/105112754509.html,1072.0,天悦龙庭一期 ,121.26,天悦龙庭南向高楼层，大三房，看房方便业主诚心卖
2023-03-09,沙头角,105112819325,https://sz.lianjia.com/ershoufang/105112819325.html,468.0,上善梧桐苑 ,89.31,上善梧桐苑，西南向三房，满五年唯一可免个税，楼层佳
2023-03-09,松岗,105112868073,https://sz.lianjia.com/ershoufang/105112868073.html,255.0,松盛大厦 ,70.62,天虹沃尔玛旁低总价两房，孩子上学近
2023-03-09,蛇口,105112862518,https://sz.lianjia.com/ershoufang/105112862518.html,1597.0,天骄华庭 ,152.64,地铁口物业，带入户花园，前后阳台，诚心卖，拎包入住
2023-03-09,福田保税区,105112858854,https://sz.lianjia.com/ershoufang/105112858854.html,647.0,福保桂花苑 ,76.56,房子满五唯一，红本在手，高楼层朝南，户型方正实用
2023-03-09,西乡,105112875322,https://sz.lianjia.com/ershoufang/105112875322.html,655.0,御龙居 ,133.0,满五年 诚心出售   户型方正   空气好
2023-03-09,红山,105112744248,https://sz.lianjia.com/ershoufang/105112744248.html,806.0,星河传奇 ,111.81,红山片区精装四房，使用率高，户型方正
2023-03-09,布吉关,105112856862,https://sz.lianjia.com/ershoufang/105112856862.html,410.0,信义荔山公馆 ,75.33,户型方正实用，房间也是全明格局，高楼层，光线好
2023-03-09,民治,105112870485,https://sz.lianjia.com/ershoufang/105112870485.html,220.0,潜龙鑫茂花园A区 ,35.81,潜龙鑫茂A区 满五唯一红本看花园安静一房诚卖
2023-03-09,丹竹头,105112856332,https://sz.lianjia.com/ershoufang/105112856332.html,326.0,左庭右院北区 ,74.57,14号线石芽岭地铁口。满5年唯一，红本，三房
2023-03-09,翠竹,105112830458,https://sz.lianjia.com/ershoufang/105112830458.html,680.0,花岗石公司 ,94.37,花岗石公司 3室2厅 南
2023-03-09,龙岗宝荷,105112879768,https://sz.lianjia.com/ershoufang/105112879768.html,155.0,金众蓝钻风景 ,52.82,精装一房一厅，看小区花园安静，满五唯一税费少。
2023-03-09,龙岗中心城,105112830249,https://sz.lianjia.com/ershoufang/105112830249.html,623.0,君悦龙庭三期 ,124.31,君悦龙庭大四房配套成熟采光很好
2023-03-09,碧海,105112726886,https://sz.lianjia.com/ershoufang/105112726886.html,628.0,槟城西岸 ,75.54,高层海房，视野采光无遮挡，满五年税费少！！
2023-03-09,新洲,105112610679,https://sz.lianjia.com/ershoufang/105112610679.html,548.0,嘉葆润金座 ,61.41,61平复式五房房，正南朝向，端头户型全明格局采光好
2023-03-09,科技园,105112870723,https://sz.lianjia.com/ershoufang/105112870723.html,1176.0,华润城润府一期 ,89.09,润府一期：中间楼栋高层，南外科华，南向采光好
2023-03-09,布吉关,105112884231,https://sz.lianjia.com/ershoufang/105112884231.html,328.0,荣超花园 ,90.52,此房满5年唯一，南北通透户型   采光好
2023-03-09,龙岗中心城,105112910288,https://sz.lianjia.com/ershoufang/105112910288.html,647.0,瑞华园 ,124.05,南北通双阳台 户型方正 采光通风好 两梯三户
2023-03-09,红山,105112859301,https://sz.lianjia.com/ershoufang/105112859301.html,332.0,星河传奇二期 ,66.68,星河传奇66平两房，低于指导价100多，诚心出售
2023-03-09,龙华中心,105112768773,https://sz.lianjia.com/ershoufang/105112768773.html,830.0,鸿荣源·壹城中心第八区 ,115.15,自住装修 南北通户型 中高层 可看房急卖
2023-03-09,横岗,105111455099,https://sz.lianjia.com/ershoufang/105111455099.html,416.0,麟恒中心广场二期 ,89.27,麟恒二期、精装3房、安静户型、高层采光足、视野开阔
2023-03-09,龙华中心,105112721689,https://sz.lianjia.com/ershoufang/105112721689.html,469.0,保利悦都 ,89.33,近指导价，满五年，红本在手，急卖  急卖
2023-03-09,石厦,105112825846,https://sz.lianjia.com/ershoufang/105112825846.html,900.0,天健阳光华苑 ,104.28,石厦东南向大三房业红本满五主诚意出售
2023-03-09,松岗,105112802329,https://sz.lianjia.com/ershoufang/105112802329.html,407.0,满京华云著一期 ,88.82,小区优质户型，精装三房 全明户型 居家舒适度高
2023-03-09,深圳湾,105112780804,https://sz.lianjia.com/ershoufang/105112780804.html,1103.0,曦湾天馥 ,95.07,一本证3+1房 满五年  装修保养好 看房方便
2023-03-09,宝安中心,105112814294,https://sz.lianjia.com/ershoufang/105112814294.html,824.0,西城上筑花园 ,93.18,鸿荣源物业 双地铁口 满五年 南北通透3房户型 海天
2023-03-09,前海,105112802100,https://sz.lianjia.com/ershoufang/105112802100.html,705.0,诺德假日花园 ,66.5,此房客厅出阳台，高楼层视野好，诚心出售。
2023-03-09,坪山,105112782148,https://sz.lianjia.com/ershoufang/105112782148.html,340.0,京基御景印象二期 ,88.71,14号线锦龙地铁口 89平三房 满五年红本 拎包入住
2023-03-09,前海,105112835270,https://sz.lianjia.com/ershoufang/105112835270.html,714.0,泛海拉菲花园 ,77.0,泛海拉菲 实用面积大 精装4房 看大南山
2023-03-09,布吉街,105112907083,https://sz.lianjia.com/ershoufang/105112907083.html,336.0,大世纪花园 ,81.95,满五年唯一  税费少，花园小区， 住家安静
2023-03-09,松岗,105112868073,https://sz.lianjia.com/ershoufang/105112868073.html,255.0,松盛大厦 ,70.62,天虹沃尔玛旁低总价两房，孩子上学近
2023-03-09,蛇口,105112862518,https://sz.lianjia.com/ershoufang/105112862518.html,1597.0,天骄华庭 ,152.64,地铁口物业，带入户花园，前后阳台，诚心卖，拎包入住
2023-03-09,宝安中心,105112754509,https://sz.lianjia.com/ershoufang/105112754509.html,1072.0,天悦龙庭一期 ,121.26,天悦龙庭南向高楼层，大三房，看房方便业主诚心卖
2023-03-09,沙头角,105112819325,https://sz.lianjia.com/ershoufang/105112819325.html,468.0,上善梧桐苑 ,89.31,上善梧桐苑，西南向三房，满五年唯一可免个税，楼层佳
2023-03-09,福田保税区,105112858854,https://sz.lianjia.com/ershoufang/105112858854.html,647.0,福保桂花苑 ,76.56,房子满五唯一，红本在手，高楼层朝南，户型方正实用
2023-03-09,西乡,105112875322,https://sz.lianjia.com/ershoufang/105112875322.html,655.0,御龙居 ,133.0,满五年 诚心出售   户型方正   空气好
2023-03-09,红山,105112744248,https://sz.lianjia.com/ershoufang/105112744248.html,806.0,星河传奇 ,111.81,红山片区精装四房，使用率高，户型方正
2023-03-09,布吉关,105112856862,https://sz.lianjia.com/ershoufang/105112856862.html,410.0,信义荔山公馆 ,75.33,户型方正实用，房间也是全明格局，高楼层，光线好
2023-03-09,民治,105112870485,https://sz.lianjia.com/ershoufang/105112870485.html,220.0,潜龙鑫茂花园A区 ,35.81,潜龙鑫茂A区 满五唯一红本看花园安静一房诚卖
2023-03-09,丹竹头,105112856332,https://sz.lianjia.com/ershoufang/105112856332.html,326.0,左庭右院北区 ,74.57,14号线石芽岭地铁口。满5年唯一，红本，三房
2023-03-09,龙岗宝荷,105112879768,https://sz.lianjia.com/ershoufang/105112879768.html,155.0,金众蓝钻风景 ,52.82,精装一房一厅，看小区花园安静，满五唯一税费少。
2023-03-09,翠竹,105112830458,https://sz.lianjia.com/ershoufang/105112830458.html,680.0,花岗石公司 ,94.37,花岗石公司 3室2厅 南
2023-03-09,龙岗中心城,105112830249,https://sz.lianjia.com/ershoufang/105112830249.html,623.0,君悦龙庭三期 ,124.31,君悦龙庭大四房配套成熟采光很好
2023-03-09,南头,105112712991,https://sz.lianjia.com/ershoufang/105112712991.html,762.0,名家富居 ,73.61,"入户做了三房，满五年，厅出阳台,高光视野好,落地窗"
2023-03-09,碧海,105112726886,https://sz.lianjia.com/ershoufang/105112726886.html,628.0,槟城西岸 ,75.54,高层海房，视野采光无遮挡，满五年税费少！！
2023-03-09,银湖,105112709406,https://sz.lianjia.com/ershoufang/105112709406.html,616.0,笔架山公馆 ,89.01,中楼层朝南，看笔架山山景，税费少，户型方正实用
2023-03-09,西乡,105112695755,https://sz.lianjia.com/ershoufang/105112695755.html,749.0,宏发前城 ,88.05,宏发前城一期高楼层横厅设计视野开阔住家不错
2023-03-09,碧海,105112732683,https://sz.lianjia.com/ershoufang/105112732683.html,708.0,华丰前海湾 ,84.12,满五唯一，高层海景房，东南朝向，看海景，户型方正。
2023-03-09,龙岗双龙,105112739581,https://sz.lianjia.com/ershoufang/105112739581.html,348.0,深圳海航城 ,89.53,急售，地铁口200米，楼下天玑城商场，自住精装修
2023-03-09,新洲,105112742060,https://sz.lianjia.com/ershoufang/105112742060.html,500.0,椰树花园 ,81.95,满五年，红本在手，户型方正，地铁口
2023-03-09,碧海,105112565214,https://sz.lianjia.com/ershoufang/105112565214.html,857.0,槟城西岸 ,103.1,槟城西岸复式4房，诚心出售，看房提前电话
2023-03-09,前海,105112554700,https://sz.lianjia.com/ershoufang/105112554700.html,709.0,星海名城一期二组团 ,90.58,业主诚售星海名城一期3房，高得房率，价格可谈
2023-03-09,宝安中心,105112630252,https://sz.lianjia.com/ershoufang/105112630252.html,1286.0,深业新岸线三期 ,145.47,精装，五房三卫，户型好，楼层高，南北通，税费少
2023-03-09,观澜,105112596987,https://sz.lianjia.com/ershoufang/105112596987.html,397.0,招商澜园 ,83.19,招商澜园北区，中高楼层视野好，满五不唯一，红本在手
2023-03-09,公明,105112604783,https://sz.lianjia.com/ershoufang/105112604783.html,110.0,中粮云景广场 ,48.23,双地铁口，低总价，精装复式两房，通风采光好
2023-03-09,红山,105112605811,https://sz.lianjia.com/ershoufang/105112605811.html,174.0,龙光玖钻 ,39.73,龙光玖钻，配套齐全，资金需求。业主诚心出售
2023-03-09,银湖,105112730561,https://sz.lianjia.com/ershoufang/105112730561.html,190.0,新阁小区 ,38.98,新鲜出炉 南向 精装一房 中间楼层
2023-03-09,春风路,105112713550,https://sz.lianjia.com/ershoufang/105112713550.html,164.9,联城美园 ,28.48,联城美园大单间。业主空房诚意出售。随时可以签约
2023-03-09,春风路,105112793567,https://sz.lianjia.com/ershoufang/105112793567.html,327.0,阳光新干线家园 ,62.36,高层观景阳台，阳光新干线花园小区红本两房
2023-03-09,龙华新区,105112751750,https://sz.lianjia.com/ershoufang/105112751750.html,418.0,金地梅陇镇一期 ,72.96,金地梅陇镇一期  两房 满五年红本在手 诚意出售
2023-03-09,石厦,105112789956,https://sz.lianjia.com/ershoufang/105112789956.html,211.0,金怡华庭 ,28.42,满五唯一红本，东南向，楼层好，视野宽阔，采光充足
2023-03-09,南山中心,105112743863,https://sz.lianjia.com/ershoufang/105112743863.html,303.0,世纪广场 ,44.48,此房满五不唯一税费少，双地铁口物业，投 资自住都好
2023-03-09,新洲,105112807355,https://sz.lianjia.com/ershoufang/105112807355.html,466.0,骏皇嘉园 ,65.76,满五红本，有钥匙，南向，采光无遮挡。
2023-03-09,新洲,105112572918,https://sz.lianjia.com/ershoufang/105112572918.html,511.0,新洲花园 ,89.63,南北通装修保养好！安静 看园林
